Student ID , Full Name,SEX , Programme ,Faculty/School,Age ,Region ,Year Level,Fees Paid GHS,Admission Status ,Phone Number,Email 
UCC02741,Student_0722,Male ,,School of Economics,17.0,Northern,300,6749.55,Graduated,0242379201,student0722@ucc.edu.gh
UCC02742,Student_0723,M,BEd Mathematics,School of Medical Sciences,21.0,Greater Accra,400,5659.18,Graduated,0249976372,student0723@ucc.edu.gh
UCC02743,Student_0724,M,,Faculty of Education,25.0,Ahafo,400,3252.27,Graduated,0240355378,student0724@ucc.edu.gh
UCC02744,Student_0725,Female,BSc. Data Science,Faculty of Science and Technology,28.0,Ahafo,200,4263.42,Graduated,0241270069,student0725@ucc.edu.gh
UCC02745,Student_0726,Female,,School of Economics,22.0,Bono East,400,4114.28,,0246646855,student0726@ucc.edu.gh
UCC02746,Student_0727,M,BA Econ,Faculty of Education,21.0,Upper East,200,2188.16,withdrawn,0242654225,student0727@ucc.edu.gh
UCC02747,Student_0728,male,BA Geography,Faculty of Science and Technology,23.0,Ashanti,200,5971.01,,0245421339,student0728@ucc.edu.gh
UCC02748,Student_0729,Male ,BSc Data Science,School of Economics,28.0,Upper West,100,5427.85,withdrawn,0241820492,student0729@ucc.edu.gh
UCC02749,Student_0730,M,BSc Data Science,School of Business,23.0,Bono,300,6642.13,Active,0245093009,student0730@ucc.edu.gh
UCC02750,Student_0731,female,BA Economics,School of Medical Sciences,24.0,Ashanti,400,2955.75,active,0247939259,student0731@ucc.edu.gh
UCC02751,Student_0732,,BA Economics,School of Business,20.0,Western,300,3536.95,Active,0248507028,student0732@ucc.edu.gh
UCC02752,Student_0733,M,BA Geography,School of Business,25.0,Ahafo,200,3727.53,,0243787585,student0733@ucc.edu.gh
UCC02753,Student_0734,M,Nursing,School of Business,,Bono,400,6695.22,,0244732383,student0734@ucc.edu.gh
UCC02754,Student_0735,Female,BCom Accounting,Faculty of Education,27.0,Greater Accra,300,6610.84,active,0246057643,student0735@ucc.edu.gh
UCC02755,Student_0736,M,BSc Agriculture,School of Business,27.0,Oti,400,3337.72,withdrawn,0241004861,student0736@ucc.edu.gh
UCC02756,Student_0737,,BSc Data Science,School of Agriculture,29.0,Northern,100,5354.46,Graduated,0245967821,student0737@ucc.edu.gh
UCC02757,Student_0738,F,info tech,School of Business,27.0,Oti,400,5665.91,Active,0246789480,student0738@ucc.edu.gh
UCC02758,Student_0739,Female,BSc Agriculture,Faculty of Education,21.0,Northern,200,4744.39,active,0248941506,student0739@ucc.edu.gh
UCC02759,Student_0740,female,,School of Medical Sciences,27.0,North East,400,7291.11,Deferred,0246970107,student0740@ucc.edu.gh
UCC02760,Student_0741,male,BSc Nursing,School of Agriculture,26.0,Eastern,100,1933.93,active,0247291848,student0741@ucc.edu.gh
UCC02761,Student_0742,,info tech,School of Economics,20.0,Ahafo,100,2551.37,Active,0241506368,student0742@ucc.edu.gh
UCC02762,Student_0743,Female,BEd Mathematics,School of Economics,23.0,Western North,300,5028.14,withdrawn,0240069173,student0743@ucc.edu.gh
UCC02763,Student_0744,Male ,BSc Information Technology,School of Medical Sciences,16.0,North East,100,3440.6,Graduated,0246917508,student0744@ucc.edu.gh
UCC02764,Student_0745,Male ,BSc Information Technology,Faculty of Education,18.0,North East,200,5975.83,Deferred,0241387730,student0745@ucc.edu.gh
UCC02765,Student_0746,Female,BSc Agriculture,School of Business,25.0,Volta,100,2964.71,Active,0249322082,student0746@ucc.edu.gh
UCC02766,Student_0747,Male ,BSc Agriculture,School of Economics,28.0,Upper East,300,5645.85,withdrawn,0243020396,student0747@ucc.edu.gh
UCC02767,Student_0748,Female,BSc Data Science,School of Medical Sciences,25.0,Northern,100,4866.02,active,0249770579,student0748@ucc.edu.gh
UCC02768,Student_0749,male,BSc. Data Science,School of Medical Sciences,23.0,Oti,100,7075.26,withdrawn,0249787408,student0749@ucc.edu.gh
UCC02769,Student_0750,M,BA Econ,School of Business,19.0,Savannah,400,3899.43,withdrawn,0249999466,student0750@ucc.edu.gh
UCC02770,Student_0751,female,BSc Data Science,School of Medical Sciences,25.0,Upper East,300,6816.36,Graduated,0243798319,student0751@ucc.edu.gh
UCC02771,Student_0752,Male ,BA Economics,Faculty of Education,16.0,Eastern,400,5814.8,Active,0243100388,
UCC02772,Student_0753,F,BA Geography,Faculty of Education,24.0,Bono,300,3710.43,,0246450209,student0753@ucc.edu.gh
UCC02773,Student_0754,F,BSc Nursing,School of Agriculture,20.0,Eastern,300,,withdrawn,0244325583,student0754@ucc.edu.gh
UCC02774,Student_0755,female,BSc Information Technology,School of Economics,25.0,Western North,300,6189.43,active,0248377197,student0755@ucc.edu.gh
UCC02775,Student_0756,Male ,BSc Agriculture,Faculty of Science and Technology,25.0,North East,300,5037.55,active,0241752652,student0756@ucc.edu.gh
UCC02776,Student_0757,M,BEd Mathematics,School of Medical Sciences,21.0,Greater Accra,300,4690.85,Graduated,0244350077,student0757@ucc.edu.gh
UCC02777,Student_0758,Male ,BEd Mathematics,Faculty of Education,25.0,Upper West,300,6970.12,withdrawn,0248714785,student0758@ucc.edu.gh
UCC02778,Student_0759,,BSc Agriculture,School of Business,17.0,North East,100,5814.01,active,0243835403,student0759@ucc.edu.gh
UCC02779,Student_0760,M,BA Economics,School of Business,22.0,Bono,100,3842.45,,0249276907,student0760@ucc.edu.gh
UCC02780,Student_0761,Male ,BSc Information Technology,Faculty of Science and Technology,25.0,North East,100,4186.65,active,0246193187,student0761@ucc.edu.gh
UCC02781,Student_0762,F,,Faculty of Science and Technology,24.0,Central,200,5360.05,Graduated,0240074031,student0762@ucc.edu.gh
UCC02782,Student_0763,male,BSc Information Technology,Faculty of Science and Technology,21.0,Greater Accra,300,5122.72,withdrawn,0248958003,student0763@ucc.edu.gh
UCC02783,Student_0764,Female,,School of Business,25.0,Upper West,100,,Graduated,0241057099,
UCC02784,Student_0765,female,BCom Accounting,School of Medical Sciences,25.0,Bono East,300,5836.13,withdrawn,0245075080,student0765@ucc.edu.gh
UCC02785,Student_0766,M,BA Econ,Faculty of Education,19.0,Bono,400,6700.52,active,0248277612,student0766@ucc.edu.gh
UCC02786,Student_0767,male,info tech,School of Business,22.0,Eastern,200,4339.05,,0244410442,student0767@ucc.edu.gh
UCC02787,Student_0768,M,info tech,Faculty of Education,23.0,Northern,300,7692.77,Active,0247511358,student0768@ucc.edu.gh
UCC02788,Student_0769,,BA Economics,Faculty of Science and Technology,23.0,Bono East,100,5941.52,active,0247713559,student0769@ucc.edu.gh
UCC02789,Student_0770,female,info tech,School of Agriculture,25.0,Upper East,200,5150.03,Active,0245776455,student0770@ucc.edu.gh
UCC02790,Student_0771,,BSc Agriculture,School of Economics,21.0,Northern,400,4634.39,withdrawn,0242265455,
UCC02791,Student_0772,,BSc Data Science,School of Medical Sciences,28.0,Bono,300,5281.42,withdrawn,0243460954,student0772@ucc.edu.gh
UCC02792,Student_0773,male,info tech,School of Agriculture,21.0,Eastern,200,2672.09,Deferred,0245037397,student0773@ucc.edu.gh
UCC02793,Student_0774,,BA Econ,Faculty of Science and Technology,19.0,Upper East,300,4686.3,withdrawn,0247156603,student0774@ucc.edu.gh
UCC02794,Student_0775,male,BSc Information Technology,Faculty of Science and Technology,22.0,Central,200,6396.25,withdrawn,0246529904,student0775@ucc.edu.gh
UCC02795,Student_0776,Female,BSc. Data Science,Faculty of Education,23.0,Northern,100,4323.02,Deferred,0247248784,student0776@ucc.edu.gh
UCC02796,Student_0777,Female,BSc Data Science,School of Business,19.0,Eastern,300,2521.34,Active,0242830171,student0777@ucc.edu.gh
UCC02797,Student_0778,female,BEd Mathematics,School of Economics,22.0,Ashanti,300,3222.62,withdrawn,0245487024,student0778@ucc.edu.gh
UCC02798,Student_0779,female,BA Geography,School of Medical Sciences,19.0,Bono East,300,4434.67,Graduated,0247616457,student0779@ucc.edu.gh
UCC02799,Student_0780,M,BSc Information Technology,School of Economics,25.0,Volta,100,5203.86,withdrawn,0244804000,student0780@ucc.edu.gh
UCC02800,Student_0781,,BSc Information Technology,Faculty of Science and Technology,22.0,Central,200,3798.43,withdrawn,0244815466,student0781@ucc.edu.gh
UCC02801,Student_0782,male,BSc. Data Science,School of Economics,16.0,Savannah,100,3168.09,active,0242521433,student0782@ucc.edu.gh
UCC02802,Student_0783,female,BSc Agriculture,School of Medical Sciences,26.0,Savannah,400,3928.46,withdrawn,0243702820,student0783@ucc.edu.gh
UCC02803,Student_0784,Female,BSc Nursing,Faculty of Science and Technology,19.0,Northern,400,7119.7,withdrawn,0244397894,student0784@ucc.edu.gh
UCC02804,Student_0785,M,info tech,School of Medical Sciences,31.0,Upper West,400,7963.93,Graduated,0240325147,student0785@ucc.edu.gh
UCC02805,Student_0786,Male ,Nursing,School of Economics,20.0,Ahafo,200,5434.65,Deferred,0244474398,student0786@ucc.edu.gh
UCC02806,Student_0787,Female,info tech,School of Agriculture,21.0,Upper East,300,5126.06,Deferred,0241039282,student0787@ucc.edu.gh
UCC02807,Student_0788,female,BCom Accounting,Faculty of Science and Technology,23.0,Northern,200,6152.6,Deferred,0242961758,student0788@ucc.edu.gh
UCC02808,Student_0789,Female,,Faculty of Science and Technology,16.0,Oti,400,3163.52,active,0247373496,student0789@ucc.edu.gh
UCC02809,Student_0790,,BA Economics,School of Agriculture,,Ahafo,200,4137.05,withdrawn,0245414965,student0790@ucc.edu.gh
UCC02810,Student_0791,Female,Nursing,School of Medical Sciences,25.0,Ahafo,300,2287.06,Active,0245480360,student0791@ucc.edu.gh
UCC02811,Student_0792,male,BA Econ,School of Business,25.0,Bono East,300,5360.9,Active,0243597686,student0792@ucc.edu.gh
UCC02812,Student_0793,Male ,BA Economics,Faculty of Science and Technology,23.0,Upper West,200,4747.38,Graduated,0242932879,student0793@ucc.edu.gh
UCC02813,Student_0794,female,BEd Mathematics,School of Medical Sciences,23.0,Eastern,400,3854.51,active,0248991446,student0794@ucc.edu.gh
UCC02814,Student_0795,,BCom Accounting,School of Medical Sciences,18.0,Volta,300,7133.8,,0243370581,student0795@ucc.edu.gh
UCC02815,Student_0796,F,BSc Agriculture,School of Medical Sciences,24.0,Ashanti,400,6290.37,active,0244998387,student0796@ucc.edu.gh
UCC02816,Student_0797,male,BSc Agriculture,School of Business,22.0,Ahafo,300,4762.11,withdrawn,0248194984,student0797@ucc.edu.gh
UCC02817,Student_0798,,Nursing,School of Agriculture,21.0,Upper East,400,3843.91,,0243751746,student0798@ucc.edu.gh
UCC02818,Student_0799,Female,BSc Agriculture,School of Agriculture,19.0,Bono East,200,5173.13,Active,0243819835,student0799@ucc.edu.gh
UCC02819,Student_0800,male,BA Econ,Faculty of Education,,North East,100,,active,0244263072,student0800@ucc.edu.gh
UCC02820,Student_0801,M,BSc Nursing,School of Agriculture,21.0,Eastern,100,4185.62,Graduated,0245183682,student0801@ucc.edu.gh
UCC02821,Student_0802,,BA Econ,Faculty of Science and Technology,16.0,Upper East,400,3627.12,Active,0242249529,student0802@ucc.edu.gh
UCC02822,Student_0803,F,BSc Information Technology,School of Economics,22.0,Central,300,5090.96,active,0248068429,student0803@ucc.edu.gh
UCC02823,Student_0804,female,BSc Information Technology,School of Medical Sciences,20.0,Ahafo,200,5070.59,withdrawn,0243724250,student0804@ucc.edu.gh
UCC02824,Student_0805,F,BA Geography,School of Economics,25.0,Bono,300,3505.94,withdrawn,0246552006,student0805@ucc.edu.gh
UCC02825,Student_0806,Female,BSc Data Science,School of Medical Sciences,22.0,Volta,100,2444.44,,0243537810,student0806@ucc.edu.gh
UCC02826,Student_0807,female,BA Econ,School of Medical Sciences,22.0,Greater Accra,100,4390.25,withdrawn,0240612389,student0807@ucc.edu.gh
UCC02827,Student_0808,,BA Economics,School of Agriculture,23.0,Western,200,3081.93,withdrawn,0241910774,student0808@ucc.edu.gh
UCC02828,Student_0809,M,info tech,Faculty of Science and Technology,28.0,Volta,400,3844.52,Active,0242018793,student0809@ucc.edu.gh
UCC02829,Student_0810,Female,BA Economics,School of Business,24.0,Oti,200,4138.27,Active,0242479593,student0810@ucc.edu.gh
UCC02830,Student_0811,Female,info tech,School of Business,20.0,Bono,100,5344.22,active,0247341939,student0811@ucc.edu.gh
UCC02831,Student_0812,Male ,BA Geography,School of Economics,18.0,Central,200,,Graduated,0249277658,student0812@ucc.edu.gh
UCC02832,Student_0813,F,BSc Information Technology,Faculty of Education,27.0,Western,100,5128.23,Deferred,0243350119,student0813@ucc.edu.gh
UCC02833,Student_0814,male,BSc. Data Science,School of Business,16.0,Eastern,300,3716.45,Deferred,0243417478,student0814@ucc.edu.gh
UCC02834,Student_0815,female,BSc. Data Science,School of Business,22.0,Northern,100,5195.04,withdrawn,0248391149,student0815@ucc.edu.gh
UCC02835,Student_0816,F,BSc. Data Science,School of Agriculture,30.0,Savannah,100,4411.18,active,0243586361,student0816@ucc.edu.gh
UCC02836,Student_0817,female,BEd Mathematics,Faculty of Education,17.0,Bono,200,5149.89,Deferred,0244883742,student0817@ucc.edu.gh
UCC02837,Student_0818,F,BA Economics,School of Business,19.0,Western,200,6359.36,Deferred,0245323097,student0818@ucc.edu.gh
UCC02838,Student_0819,male,BEd Mathematics,Faculty of Science and Technology,23.0,Eastern,200,,Deferred,0248548306,student0819@ucc.edu.gh
UCC02839,Student_0820,female,BA Economics,Faculty of Science and Technology,20.0,Savannah,300,4616.5,Deferred,0240832305,student0820@ucc.edu.gh
UCC02840,Student_0821,female,BA Geography,School of Economics,22.0,Ashanti,200,5334.18,,0246649945,student0821@ucc.edu.gh
UCC02841,Student_0822,Male ,info tech,School of Agriculture,24.0,Northern,300,5428.58,Deferred,0249785253,student0822@ucc.edu.gh
UCC02842,Student_0823,M,BA Economics,School of Economics,24.0,Upper East,400,1942.07,,0243657723,student0823@ucc.edu.gh
UCC02843,Student_0824,F,BSc Data Science,School of Economics,26.0,Northern,200,3424.99,,0241067756,student0824@ucc.edu.gh
UCC02844,Student_0825,male,BSc Agriculture,School of Agriculture,17.0,Greater Accra,200,5085.53,active,0247375696,student0825@ucc.edu.gh
UCC02845,Student_0826,,BSc Information Technology,Faculty of Science and Technology,27.0,Volta,400,6770.23,Deferred,0247417014,student0826@ucc.edu.gh
UCC02846,Student_0827,Male ,BSc Nursing,School of Economics,27.0,Savannah,400,3021.98,Deferred,0243136431,student0827@ucc.edu.gh
UCC02847,Student_0828,Male ,BSc Agriculture,School of Economics,25.0,Northern,400,4113.72,,0241095538,student0828@ucc.edu.gh
UCC02848,Student_0829,M,,Faculty of Science and Technology,19.0,Bono East,100,5092.67,active,0243298010,student0829@ucc.edu.gh
UCC02849,Student_0830,,BSc Agriculture,School of Agriculture,19.0,Western North,100,,Active,0246005543,student0830@ucc.edu.gh
UCC02850,Student_0831,male,BA Economics,Faculty of Education,23.0,Oti,100,5449.96,Active,0247200422,student0831@ucc.edu.gh
UCC02851,Student_0832,,BA Economics,School of Economics,25.0,Ahafo,400,,Active,0241856107,student0832@ucc.edu.gh
UCC02852,Student_0833,Female,BA Econ,School of Business,26.0,Ahafo,300,5327.21,Deferred,0249388392,student0833@ucc.edu.gh
UCC02853,Student_0834,F,BA Geography,Faculty of Science and Technology,21.0,Ashanti,200,,active,0244593064,student0834@ucc.edu.gh
UCC02854,Student_0835,female,BA Economics,Faculty of Education,25.0,Oti,100,3580.05,Active,0241879689,student0835@ucc.edu.gh
UCC02855,Student_0836,M,BSc. Data Science,School of Business,24.0,Volta,400,4445.29,withdrawn,0241285154,student0836@ucc.edu.gh
UCC02856,Student_0837,female,BSc Agriculture,School of Business,20.0,Savannah,200,6323.72,withdrawn,0249441568,student0837@ucc.edu.gh
UCC02857,Student_0838,Male ,BSc Agriculture,School of Medical Sciences,21.0,Bono,100,5236.16,active,0244485633,student0838@ucc.edu.gh
UCC02858,Student_0839,female,BSc. Data Science,Faculty of Education,17.0,Volta,400,1992.26,Deferred,0240414439,student0839@ucc.edu.gh
UCC02859,Student_0840,F,,School of Medical Sciences,19.0,Ashanti,200,5783.62,,0248450485,student0840@ucc.edu.gh
UCC02860,Student_0841,Female,BEd Mathematics,Faculty of Science and Technology,20.0,Bono East,100,5289.75,Active,0248318310,
UCC02861,Student_0842,F,BA Geography,Faculty of Education,24.0,North East,100,4388.13,Deferred,0241425316,student0842@ucc.edu.gh
UCC02862,Student_0843,Female,BSc Information Technology,School of Medical Sciences,30.0,Bono,100,4550.04,,0245794234,student0843@ucc.edu.gh
UCC02863,Student_0844,female,BSc Data Science,Faculty of Science and Technology,24.0,Bono East,100,4063.91,Active,0244583665,student0844@ucc.edu.gh
UCC02864,Student_0845,female,Nursing,School of Economics,19.0,Ashanti,100,4888.01,Graduated,0240852120,student0845@ucc.edu.gh
UCC02865,Student_0846,M,BSc Nursing,School of Business,21.0,Ahafo,400,4805.56,Graduated,0242439042,student0846@ucc.edu.gh
UCC02866,Student_0847,Female,BCom Accounting,Faculty of Science and Technology,26.0,Volta,200,4503.81,Deferred,0249697497,student0847@ucc.edu.gh
UCC02867,Student_0848,F,BSc. Data Science,Faculty of Education,20.0,North East,100,5115.79,withdrawn,0245549507,student0848@ucc.edu.gh
UCC02868,Student_0849,female,info tech,School of Business,27.0,Greater Accra,200,4649.06,Deferred,0244729500,student0849@ucc.edu.gh
UCC02869,Student_0850,male,BA Economics,School of Business,25.0,Oti,100,6003.31,Active,0243952493,student0850@ucc.edu.gh
UCC02870,Student_0851,M,Nursing,Faculty of Science and Technology,22.0,Ashanti,400,5801.3,Deferred,0249283964,student0851@ucc.edu.gh
UCC02871,Student_0852,M,Nursing,School of Economics,16.0,North East,400,3181.79,Deferred,0246425853,student0852@ucc.edu.gh
UCC02872,Student_0853,,BA Geography,Faculty of Science and Technology,26.0,Upper West,200,5247.07,Active,0240221917,student0853@ucc.edu.gh
UCC02873,Student_0854,M,BCom Accounting,School of Agriculture,25.0,Oti,100,4466.39,withdrawn,0247234845,student0854@ucc.edu.gh
UCC02874,Student_0855,M,BA Geography,School of Medical Sciences,24.0,Bono,400,3636.33,Graduated,0246135342,student0855@ucc.edu.gh
UCC02875,Student_0856,Female,BEd Mathematics,School of Medical Sciences,31.0,Greater Accra,100,5197.03,,0241029807,student0856@ucc.edu.gh
UCC02876,Student_0857,Female,info tech,School of Agriculture,20.0,Ahafo,100,5286.29,Active,0244346715,student0857@ucc.edu.gh
UCC02877,Student_0858,female,BSc Information Technology,School of Medical Sciences,27.0,Upper East,300,8112.67,Deferred,0243732434,student0858@ucc.edu.gh
UCC02878,Student_0859,Male ,BSc. Data Science,School of Agriculture,22.0,Upper West,400,2135.87,active,0248211869,student0859@ucc.edu.gh
